Trial,Score,TotalScore,FeedbackType,EndPosX,EndPosY,Perturbation,PerturbationForce,NoiseMean,NoiseStd,NoiseInstance,Friction
116,0,-15,endpos,1410.231407185426,665.181538232045,Sudden,2,1.5,2,1.748916562317286,0.994
117,0,-15,endpos,1131.618030047288,415.2863218884093,Sudden,2,1.5,2,1.2267683129225084,0.994
118,-50,-65,endpos,655.0636072851395,-66.39924750641806,Sudden,2,1.5,2,-0.79576940445877,0.994
119,0,-65,endpos,908.6972479847079,521.9625966668289,Sudden,2,1.5,2,-1.0333280224414723,0.994
120,-50,-115,endpos,596.3155983688271,-93.09120961839201,Sudden,2,1.5,2,-0.34138865566986976,0.994
121,0,-115,endpos,1073.2048358384163,701.6573822424841,Sudden,2,1.5,2,0.25328233878361783,0.994
122,0,-115,endpos,662.991387373683,448.6322560981823,Sudden,2,1.5,2,-1.51401036030893,0.994
123,0,-115,endpos,1062.099805436353,620.9709816272608,Sudden,2,1.5,2,-0.03708462150591152,0.994
124,0,-115,endpos,1690.9534392008297,551.6220955224171,Sudden,2,1.5,2,4.267194277112985,0.994
125,0,-115,endpos,1634.3622241436858,714.6808345053572,Sudden,2,1.5,2,3.560017019388162,0.994
126,0,-115,endpos,1353.2444152291002,673.1299576747334,Sudden,2,1.5,2,1.4888898233754138,0.994
127,0,-115,endpos,1048.4901660391292,705.6573822424841,Sudden,2,1.5,2,0.2438827676175057,0.994
128,0,-115,endpos,1499.294593799076,399.46743832517114,Sudden,2,1.5,2,4.141382430381112,0.994
129,0,-115,endpos,1363.0921416887927,1017.4101056573182,Sudden,2,1.5,2,2.8424769775035648,0.994
130,-50,-165,endpos,2170.665397673434,1031.6854516107687,Sudden,2,1.5,2,2.357450062147819,0.994
131,0,-165,endpos,1807.2817097180196,775.9606813621132,Sudden,2,1.5,2,0.6834447540703101,0.994
132,0,-165,endpos,1471.9494789242215,635.0480009879146,Sudden,2,1.5,2,2.3374239433345174,0.994
133,0,-165,endpos,1260.2805294597163,469.96990124104633,Sudden,2,1.5,2,3.4415955849822715,0.994
134,0,-165,endpos,976.4466789164753,145.91901946012834,Sudden,2,1.5,2,2.6117510415202174,0.994
135,0,-165,endpos,1236.325349902526,514.5751450453632,Sudden,2,1.5,2,1.2864084042248896,0.994
136,-50,-215,endpos,-15.309279553769839,-1348.3591058773598,Sudden,2,1.5,2,3.826371128436025,0.994
137,-50,-265,endpos,511.4251872116406,-632.4169070983432,Sudden,2,1.5,2,0.27958579233019587,0.994
138,0,-265,endpos,581.0204945165158,580.5318871406209,Sudden,2,1.5,2,-2.4538215048242713,0.994
139,0,-265,endpos,1283.0437846313018,177.99841527895734,Sudden,2,1.5,2,2.40554968390516,0.994
140,0,-265,endpos,664.1245527475493,556.6563005748214,Sudden,2,1.5,2,-2.0922689107006875,0.994
141,0,-265,endpos,499.99590719214433,488.98731911887603,None,0,1.5,2,-0.6936932304985426,0.994
142,0,-265,endpos,165.39607623096558,146.30970532016633,None,0,1.5,2,-1.7442983123992848,0.994
143,-40,-305,endpos,671.3788420823853,340.9961694708611,None,0,1.5,2,0.9939887852726456,0.994
144,0,-305,endpos,970.1741549861446,568.3122176445379,None,0,1.5,2,1.9810678480841708,0.994
145,0,-305,endpos,467.61046562190694,162.31371390904337,None,0,1.5,2,0.47609887651045635,0.994
146,0,-305,endpos,796.3329638701407,151.31371390904332,None,0,1.5,2,2.1512713051797308,0.994
147,-50,-355,endpos,215.79763881645508,4.321026295025523,None,0,1.5,2,-0.5630685740099342,0.994
148,-70,-425,endpos,1262.447014310296,283.9012345493734,None,0,1.5,2,4.871715976493293,0.994
149,0,-425,endpos,570.9214365666437,348.5667915850124,None,0,1.5,2,0.26420762299963396,0.994
150,0,-425,endpos,396.81221352518526,126.30970532016609,None,0,1.5,2,-0.874702463111364,0.994
151,-50,-475,endpos,-2330.968137281358,-2318.7218427836374,None,0,2.5,3,-0.6219052998936947,0.999
152,-50,-525,endpos,-2170.898787380087,-1927.8290913181304,None,0,2.5,3,-1.4788358042148166,0.999
153,-50,-575,endpos,3091.4871871511295,295.18963210065544,None,0,2.5,3,2.6894189191804982,0.999
154,-50,-625,endpos,4060.1026927207668,780.0539185081083,None,0,2.5,3,3.2720277538871723,0.999
