Trial,Score,TotalScore,FeedbackType,EndPosX,EndPosY,Perturbation,PerturbationForce,NoiseMean,NoiseStd,NoiseInstance,Friction
38,0,31,endpos,723.9416943223216,594.2688753018194,Sudden,2,0.0,0,0.0,0.9849
39,-50,-19,endpos,-203.21961823232581,-663.5334782508462,Sudden,2,0.0,0,0.0,0.9849
40,86,67,endpos,355.7607194180447,199.70140972103368,Sudden,2,0.0,0,0.0,0.9849
41,-50,17,endpos,-217.213530695664,-409.13790400299507,None,0,0.0,0,0.0,0.9849
42,90,107,endpos,255.14602481690676,261.58551076754384,None,0,0.0,0,0.0,0.9849
43,0,107,endpos,480.00945675463043,429.6377338821882,None,0,0.0,0,0.0,0.9849
44,0,107,endpos,605.0976368654076,638.048850182516,None,0,0.0,0,0.0,0.9849
45,0,107,endpos,466.02539565452577,421.2743488368696,None,0,0.0,0,0.0,0.9849
46,0,107,endpos,582.8154781264409,605.2969205895915,None,0,0.0,0,0.0,0.9849
47,-50,57,endpos,-1224.7818997839097,-1218.3843056293995,None,0,0.0,0,0.0,0.9849
48,0,57,endpos,602.2969205895915,610.8154781264413,None,0,0.0,0,0.0,0.9849
49,0,57,endpos,482.9689906737305,519.6140627684644,None,0,0.0,0,0.0,0.9849
50,0,57,endpos,510.7150874741388,541.7953945070058,None,0,0.0,0,0.0,0.9849
51,87,144,endpos,295.6710825319814,317.258042632395,None,0,0.0,1,-0.8367898012458181,0.9899
52,0,144,endpos,575.8353904862374,664.086267354379,None,0,0.0,1,-0.3424635105547198,0.9899
53,-27,117,endpos,439.65330198640237,342.70989878207837,None,0,0.0,1,0.6932176922737179,0.9899
54,83,200,endpos,414.08525208086627,212.22665595154746,None,0,0.0,1,1.4281271978589314,0.9899
55,-50,150,endpos,244.23688067091285,9.266619585066225,None,0,0.0,1,0.5962725150813203,0.9899
56,0,150,endpos,358.5933421626082,486.97925441433006,None,0,0.0,1,0.5130746430126056,0.9899
57,-50,100,endpos,-245.8288061910541,-90.25907744779585,None,0,0.0,1,-0.001446703242889163,0.9899
58,0,100,endpos,232.73744768272488,351.02449603753496,None,0,0.0,1,-2.0990261505062993,0.9899
59,0,100,endpos,564.6696104799653,605.7400911200328,None,0,0.0,1,-0.46498811898264597,0.9899
60,0,100,endpos,300.76361667797977,478.3950398737059,None,0,0.0,1,-2.2737622213486044,0.9899
61,0,100,endpos,664.5881899742518,450.6903097671459,Sudden,2,0.0,1,0.6287966472397025,0.9899
62,89,189,endpos,294.48987847946796,251.5995210403241,Sudden,2,0.0,1,-1.5168613939006557,0.9899
63,-50,139,endpos,-206.7504101107783,-686.1420481675934,Sudden,2,0.0,1,0.42410970573583545,0.9899
64,0,139,endpos,312.9015681790417,136.6656657911413,Sudden,2,0.0,1,-0.4768729337835607,0.9899
65,0,139,endpos,582.4128132683081,568.5967708214037,Sudden,2,0.0,1,-0.6700330355458968,0.9899
66,90,229,endpos,269.307072620257,271.25804263239525,Sudden,2,0.0,1,0.1364033076544491,0.9899
67,-50,179,endpos,195.23065107028523,-98.1360120097155,Sudden,2,0.0,1,-0.1502871697587341,0.9899
68,-48,131,endpos,833.1098214655614,319.9364037220387,Sudden,2,0.0,1,1.8434968023753262,0.9899
69,0,131,endpos,651.1933875194737,367.2426059886375,Sudden,2,0.0,1,-0.9442370158736686,0.9899
70,-50,81,endpos,405.7054907795135,-192.0284911387093,Sudden,2,0.0,1,1.5098720376580994,0.9899
71,0,81,endpos,67.50117236593353,72.8468248720814,Sudden,2,0.0,1,-1.8524721861783513,0.9899
72,68,149,endpos,699.7511058220314,279.99548970889515,Sudden,2,0.0,1,-0.6402864893363961,0.9899
73,0,149,endpos,530.2742596810126,155.25779127618281,Sudden,2,0.0,1,-0.148104828614836,0.9899
74,0,149,endpos,752.166533500602,596.1119575232175,Sudden,2,0.0,1,-0.6249525981438578,0.9899
75,-34,115,endpos,561.9747594305196,306.2062789314913,Sudden,2,0.0,1,0.3472515629979704,0.9899
76,0,115,endpos,424.71830439506766,153.54121605057898,Sudden,2,0.0,1,-0.23377124758526183,0.9899
77,-50,65,endpos,320.84782513640647,-151.66498336791548,Sudden,2,0.0,1,3.3481345921815104,0.9899
78,-50,15,endpos,467.87496560087936,-0.15317512791879034,Sudden,2,0.0,1,0.5729191253343078,0.9899
79,0,15,endpos,590.9047900801194,348.39877734927074,Sudden,2,0.0,1,0.03938819507541642,0.9899
80,-50,-35,endpos,232.22337648482772,-186.68679396023938,Sudden,2,0.0,1,0.4656388765745261,0.9899
81,-50,-85,endpos,314.4890537988508,-183.02849113870948,Sudden,2,0.0,1,2.688584506685655,0.9899
82,0,-85,endpos,515.0840198068006,94.50805831020892,Sudden,2,0.0,1,-0.08673633473291087,0.9899
83,0,-85,endpos,584.6554014663017,386.0594358090374,Sudden,2,0.0,1,0.6646239428697152,0.9899
84,78,-7,endpos,505.3649807152838,278.9364037220387,Sudden,2,0.0,1,-1.0419470788667213,0.9899
85,0,-7,endpos,531.7149970502711,167.38726741875084,Sudden,2,0.0,1,0.39319454324833664,0.9899
86,0,-7,endpos,761.2825038173016,414.88242736050154,Sudden,2,0.0,1,0.19730196908668154,0.9899
87,0,-7,endpos,693.1123010882212,521.7517276589131,Sudden,2,0.0,1,-0.7139965350659692,0.9899
88,-50,-57,endpos,114.7543693380259,-174.3039522864687,Sudden,2,0.0,1,-0.33300121598858057,0.9899
89,-50,-107,endpos,-212.0524000479318,-318.0164399180642,Sudden,2,0.0,1,-3.2043518493208425,0.9899
90,-50,-157,endpos,-72.32531666354332,-648.9824311809743,Sudden,2,0.0,1,1.0381619572089078,0.9899
91,0,-157,endpos,381.96034344929194,399.8488210153681,None,0,0.0,1,-0.5045083076162151,0.9899
92,89,-68,endpos,278.7907372785589,266.05218287017533,None,0,0.0,1,-0.10268281306851888,0.9899
93,-50,-118,endpos,-217.8790968542083,-310.35327872197513,None,0,0.0,1,0.4053694411615623,0.9899
94,-50,-168,endpos,475.4300683430417,-87.23303885052486,None,0,0.0,1,0.8892059034253048,0.9899
95,-50,-218,endpos,22.33902356083543,161.5131106958214,None,0,0.0,1,-0.35737440560396977,0.9899
96,0,-218,endpos,282.51912897707376,545.5047018466315,None,0,0.0,1,-2.6280917786058215,0.9899
97,-50,-268,endpos,-92.45056766860658,183.3571398345615,None,0,0.0,1,-0.9032086623618003,0.9899
98,0,-268,endpos,343.801375101882,456.86284938111834,None,0,0.0,1,-1.228167157983509,0.9899
99,0,-268,endpos,477.6906187640527,539.5663094477378,None,0,0.0,1,-0.7743464220871429,0.9899
100,0,-268,endpos,432.97944496859736,462.196802450627,None,0,0.0,1,-0.318640224991047,0.9899
101,-50,-318,endpos,-4.053054739523145,92.17296967307868,None,0,1.5,2,-0.13898912448916856,0.9949
102,-50,-368,endpos,-2163.9527270951103,-795.1849837059532,None,0,1.5,2,0.5781127870882631,0.9949
103,-50,-418,endpos,467.75291031688243,-109.65772976444596,None,0,1.5,2,4.042860659868484,0.9949
104,-51,-469,endpos,884.4514405219236,343.93722961704657,None,0,1.5,2,2.791468105832667,0.9949
105,0,-469,endpos,1246.0452979523202,437.9752876499111,None,0,1.5,2,4.3371637321889995,0.9949
106,-50,-519,endpos,711.122785032764,36.20478370219525,None,0,1.5,2,2.451400086726878,0.9949
107,-50,-569,endpos,-1130.5392958382556,-882.5219671495207,None,0,1.5,2,-1.1869879984205811,0.9949
108,0,-569,endpos,1424.7025009387944,536.736310475417,None,0,1.5,2,4.490804584539305,0.9949
109,0,-569,endpos,63.54105281084586,248.49292772402566,None,0,1.5,2,-1.9756400225776116,0.9949
110,0,-569,endpos,694.2668045798312,589.8080412753645,None,0,1.5,2,-0.4352217583379676,0.9949
111,0,-569,endpos,1167.6924139114924,696.4445411819039,Sudden,2,1.5,2,-0.05007121876733778,0.9949
112,0,-569,endpos,1097.9981849138292,547.595928005803,Sudden,2,1.5,2,0.0959576188117297,0.9949
113,0,-569,endpos,1194.9981145265422,101.24042261240012,Sudden,2,1.5,2,1.5906546996120479,0.9949
114,0,-569,endpos,1027.1092963790738,471.1892223355932,Sudden,2,1.5,2,0.9752115033135951,0.9949
