Trial,Score,TotalScore,FeedbackType,EndPosX,EndPosY,Perturbation,PerturbationForce
55,84,661,trajectory,349.08839454299164,214.92375236018952,None,0.0
56,90,751,trajectory,187.9645265599992,318.67878119741874,None,0.0
57,82,833,trajectory,366.96696155688926,294.92792021856684,None,0.0
58,0,833,trajectory,220.93826667795656,428.7849755643991,None,0.0
59,0,833,trajectory,277.99001211845484,543.6600080789697,None,0.0
60,91,924,trajectory,175.96452655999934,301.1609357083862,None,0.0
61,-50,874,trajectory,-6.024452493014746,111.47045649397391,Gradual,0.2
62,0,874,trajectory,227.97105285173967,390.61904568540376,Gradual,0.2
63,0,874,trajectory,511.16574862473277,483.95200613639355,Gradual,0.2
64,0,874,trajectory,494.9328155092268,468.90402215603694,Gradual,0.4
65,0,874,trajectory,320.92420889969094,473.3363354757398,Gradual,0.4
66,70,944,trajectory,569.7555754620499,282.90106258176564,Gradual,0.4
67,0,944,trajectory,307.9180513395045,449.2650427829193,Gradual,0.6000000000000001
68,-29,915,trajectory,422.215008752217,325.9900121184545,Gradual,0.6000000000000001
69,0,915,trajectory,253.99001211845484,417.69501054754414,Gradual,0.6000000000000001
70,-50,865,trajectory,328.52387006818503,16.966982949116883,Gradual,0.8
71,-19,846,trajectory,254.60989215734804,327.97252959724807,Gradual,0.8
72,0,846,trajectory,518.0385285957601,570.9677754587425,Gradual,0.8
73,0,846,trajectory,556.5575569838269,388.92420889969105,Gradual,1.0
74,0,846,trajectory,341.50623517043897,129.95852322005845,Gradual,1.0
75,0,846,trajectory,476.4054081567635,382.9180513395041,Gradual,1.0
76,0,846,trajectory,393.0474950589998,430.9522445649005,Gradual,1.2
77,85,931,trajectory,314.4475266762645,280.93826667795696,Gradual,1.2
78,95,1026,trajectory,163.78500457101052,199.9289016970547,Gradual,1.2
79,0,1026,trajectory,352.8849209916393,397.91805133950413,Gradual,1.4
80,76,1102,trajectory,475.19660694770727,205.9346897529685,Gradual,1.4
81,0,1102,trajectory,418.4240774119608,438.9758811457419,Gradual,1.4
82,0,1102,trajectory,466.9312875583026,510.95200613639304,Gradual,1.5999999999999999
83,0,1102,trajectory,243.9143419324355,156.92890169705458,Gradual,1.5999999999999999
84,0,1102,trajectory,394.9520061363934,499.9520061363933,Gradual,1.5999999999999999
85,0,1102,trajectory,609.9903524582983,442.97588114574177,Gradual,1.7999999999999998
86,0,1102,trajectory,475.5499778737949,361.92420889969117,Gradual,1.7999999999999998
87,0,1102,trajectory,467.003236342662,381.9212514854397,Gradual,1.7999999999999998
88,0,1102,trajectory,504.6505874304933,442.97588114574177,Gradual,1.9999999999999998
89,84,1186,trajectory,322.28188889829784,286.93826667795753,Gradual,1.9999999999999998
90,0,1186,trajectory,158.76350043365127,144.9585232200587,Gradual,1.9999999999999998
91,0,1186,trajectory,235.97105285173964,420.1120429980258,None,0.0
92,-22,1164,trajectory,292.40539810180036,321.9279202185668,None,0.0
93,-26,1138,trajectory,357.5301029163019,328.9517867356851,None,0.0
94,0,1138,trajectory,591.8074270893588,526.9555892960408,None,0.0
95,0,1138,trajectory,271.8876047228897,85.94876237750776,None,0.0
96,-50,1088,trajectory,34.94876237750786,308.14270119410776,None,0.0
97,-24,1064,trajectory,326.88001077196026,327.9900121184545,None,0.0
98,82,1146,trajectory,358.95061334236533,301.93826667795736,None,0.0
99,-23,1123,trajectory,306.61904568540365,325.9710528517394,None,0.0
100,86,1209,trajectory,280.5596466306702,318.9010625817656,None,0.0
101,95,1304,endpos,124.93468975296884,258.3233242297094,None,0.0
102,95,1399,endpos,162.78792137157913,201.93622321054295,None,0.0
103,0,1399,endpos,120.92890169705437,175.92890169705484,None,0.0
104,0,1399,endpos,250.92792021856712,513.7927875179666,None,0.0
105,93,1492,endpos,147.98045951653273,288.04479143685796,None,0.0
106,0,1492,endpos,120.97207083486803,374.5502822035433,None,0.0
107,-26,1466,endpos,365.32501009871186,321.99001211845456,None,0.0
108,0,1466,endpos,226.9710528517396,377.7880465811953,None,0.0
109,0,1466,endpos,237.92792021856707,446.8378317515,None,0.0
110,0,1466,endpos,223.9279202185673,431.0120057904228,None,0.0
111,94,1560,endpos,135.93622321054292,265.19471401572486,Gradual,0.2
112,88,1648,endpos,218.9028367572498,324.25347041251126,Gradual,0.2
113,0,1648,endpos,245.97105285173964,410.28104389381866,Gradual,0.2
114,90,1738,endpos,161.9804595165333,326.57695739702075,Gradual,0.4
115,-50,1688,endpos,22.22818703870791,4.920301066610883,Gradual,0.4
116,0,1688,endpos,205.97105285173973,377.6190456854039,Gradual,0.4
117,90,1778,endpos,214.92375236018958,271.92375236019,Gradual,0.6000000000000001
118,0,1778,endpos,175.92375236018947,359.1910336941247,Gradual,0.6000000000000001
119,-50,1728,endpos,-182.07902579895838,9.631247554905604,Gradual,0.6000000000000001
120,0,1728,endpos,352.69501054754414,343.99001211845456,Gradual,0.8
121,0,1728,endpos,234.90106258176573,383.7061067529333,Gradual,0.8
122,-50,1678,endpos,142.61325430693378,-16.07969893338922,Gradual,0.8
123,0,1678,endpos,311.923196328637,454.91062527469404,Gradual,1.0
124,0,1678,endpos,347.3424923620207,364.91448169030764,Gradual,1.0
125,0,1678,endpos,245.9010625817661,352.388938655123,Gradual,1.0
126,0,1678,endpos,372.97588114574205,446.97588114574177,Gradual,1.2
127,0,1678,endpos,297.9946358022963,530.8218888887535,Gradual,1.2
128,82,1760,endpos,371.1430297921139,250.90283675724993,Gradual,1.2
129,82,1842,endpos,371.9290367274807,266.97105285173944,Gradual,1.4
130,72,1914,endpos,547.732025082182,272.97105285173944,Gradual,1.4
131,0,1914,endpos,75.9903904943627,167.4645804683433,Gradual,1.4
132,0,1914,endpos,667.8819212198802,403.9758811457422,Gradual,1.5999999999999999
133,0,1914,endpos,519.6267312355919,518.9936478259503,Gradual,1.5999999999999999
134,77,1991,endpos,450.7477432844335,283.92792021856684,Gradual,1.5999999999999999
135,0,1991,endpos,471.29000763013875,349.99001211845456,Gradual,1.7999999999999998
136,85,2076,endpos,312.3603538682678,299.92792021856684,Gradual,1.7999999999999998
137,0,2076,endpos,423.1612204943346,481.90402215603734,Gradual,1.7999999999999998
138,0,2076,endpos,270.1062949200997,95.92430842289838,Gradual,1.9999999999999998
139,0,2076,endpos,550.3433345166173,568.9869349426003,Gradual,1.9999999999999998
140,83,2159,endpos,356.77335478552595,235.92375236018964,Gradual,1.9999999999999998
141,-50,2109,endpos,42.94876237750774,367.8876047228897,None,0.0
142,0,2109,endpos,199.97105285173956,437.6050403106488,None,0.0
143,0,2109,endpos,337.9180513395043,490.47166885249317,None,0.0
144,-50,2059,endpos,923.0032594020156,1020.0032594020156,None,0.0
145,-50,2009,endpos,48.95234436925883,223.12298233848762,None,0.0
146,-50,1959,endpos,207.31599874985284,-30.027370394969704,None,0.0
147,91,2050,endpos,199.93826667795645,286.93826667795696,None,0.0
148,0,2050,endpos,348.9697078504648,368.9040524182216,None,0.0
149,0,2050,endpos,190.96452655999929,407.87519034580686,None,0.0
150,80,2130,endpos,398.28806223050094,277.938266677957,None,0.0
151,0,2130,rl,494.40020969116415,464.9520061363934,None,0.0
152,0,2130,rl,211.97105285173956,441.4360394148571,None,0.0
153,0,2130,rl,81.92890169705406,490.8997821678151,None,0.0
154,0,2130,rl,351.9946358022965,507.4737129628156,None,0.0
155,0,2130,rl,410.9759080569212,385.9212514854397,None,0.0
156,0,2130,rl,508.1987820871888,391.918051339504,None,0.0
157,0,2130,rl,508.9802577547159,518.9753221933953,None,0.0
158,0,2130,rl,451.1679281353763,413.90860654007884,None,0.0
159,0,2130,rl,437.8218888887532,412.994635802296,None,0.0
160,0,2130,rl,349.9894523743431,458.9894523743433,None,0.0
161,92,2222,rl,122.98367979901063,304.80912923442264,Gradual,0.2
162,0,2222,rl,245.95178673568518,397.8855238711482,Gradual,0.2
163,90,2312,rl,233.60699112202482,254.93826667795685,Gradual,0.2
164,0,2312,rl,493.1202945768168,539.9753221933953,Gradual,0.4
165,88,2400,rl,253.55964663067,280.9010625817657,Gradual,0.4
166,0,2400,rl,397.8674499073258,401.9758811457422,Gradual,0.4
167,0,2400,rl,467.0082189949838,452.94960541801123,Gradual,0.6000000000000001
168,0,2400,rl,487.68296895601935,379.9231963286369,Gradual,0.6000000000000001
169,0,2400,rl,418.03807595774003,458.989452374343,Gradual,0.6000000000000001
170,0,2400,rl,385.137851297746,377.92420889969117,Gradual,0.8
171,0,2400,rl,377.36497674262495,365.9212514854396,Gradual,0.8
172,0,2400,rl,400.86744990732626,428.97588114574194,Gradual,0.8
173,0,2400,rl,343.70811106390573,370.9231963286371,Gradual,1.0
174,0,2400,rl,182.9028367572495,385.11707930922177,Gradual,1.0
175,-23,2377,rl,312.6950105475441,323.9900121184545,Gradual,1.0
176,86,2463,rl,305.7972339972918,232.98045951653273,Gradual,1.2
177,0,2463,rl,211.73019609751972,101.92041832514943,Gradual,1.2
178,0,2463,rl,527.9424132936223,466.90402215603694,Gradual,1.2
179,0,2463,rl,437.5623877494369,458.989452374343,Gradual,1.4
180,0,2463,rl,246.0860130893938,86.92041832514954,Gradual,1.4
181,0,2463,rl,308.9946358022965,474.69098765416993,Gradual,1.4
182,0,2463,rl,558.5457735306064,373.9180513395041,Gradual,1.5999999999999999
183,80,2543,rl,404.6255111186369,266.93826667795685,Gradual,1.5999999999999999
184,79,2622,rl,425.4220340401042,281.9710528517394,Gradual,1.5999999999999999
185,0,2622,rl,519.6505874304934,407.97588114574194,Gradual,1.7999999999999998
186,0,2622,rl,525.0578929141446,359.9212514854397,Gradual,1.7999999999999998
187,0,2622,rl,541.437614401424,493.9040221560372,Gradual,1.7999999999999998
188,0,2622,rl,627.3380539568892,488.95200613639355,Gradual,1.9999999999999998
189,76,2698,rl,472.39939520659016,281.9279202185668,Gradual,1.9999999999999998
190,0,2698,rl,657.373142651942,413.9086065400787,Gradual,1.9999999999999998
191,0,2698,rl,407.1704423997722,364.9212514854397,None,0.0
192,0,2698,rl,414.42407741196075,398.97588114574194,None,0.0
193,0,2698,rl,542.4002096911636,487.9520061363936,None,0.0
194,0,2698,rl,363.9758811457417,501.867449907326,None,0.0
195,0,2698,rl,402.9520061363934,497.696826491872,None,0.0
196,0,2698,rl,382.2981731307849,415.91805133950396,None,0.0
197,0,2698,rl,462.40250100181646,509.95558929604067,None,0.0
198,0,2698,rl,333.50479920035826,389.918051339504,None,0.0
199,0,2698,rl,297.9212514854395,583.0305646284041,None,0.0
200,0,2698,rl,937.0,990.0032594020156,None,0.0
201,0,2698,,324.6977851243322,410.90860654007895,None,0.0
202,0,2698,,315.9180513395044,430.29817313078473,None,0.0
203,-30,2668,,433.72728088784794,314.90405241822185,None,0.0
204,0,2668,,324.9231963286369,460.113139485482,None,0.0
205,85,2753,,320.716961317346,235.986655822446,None,0.0
206,0,2753,,366.9611661431623,364.9144816903079,None,0.0
207,0,2753,,87.92890169705414,247.06551894078996,None,0.0
208,-17,2736,,213.90283675724987,338.2534704125114,None,0.0
209,86,2822,,322.2630224163246,191.98665582244587,None,0.0
210,-19,2803,,247.99001211845493,334.6200116696239,None,0.0
211,-37,2766,,555.8034955610113,296.93826667795724,Sudden,2.0
212,0,2766,,384.12553703687917,433.9946358022965,Sudden,2.0
213,0,2766,,386.00785059601714,367.9144816903074,Sudden,2.0
214,-50,2716,,-25.13544035108348,-25.027370394969598,Sudden,2.0
215,84,2800,,333.8525668751937,277.90106258176564,Sudden,2.0
216,89,2889,,234.64309021935452,275.964526559999,Sudden,2.0
217,0,2889,,480.61416765695964,389.9212514854397,Sudden,2.0
218,0,2889,,358.955009649881,353.99001211845473,Sudden,2.0
219,0,2889,,164.36515950484937,127.95852322005872,Sudden,2.0
220,78,2967,,442.9258978379422,250.9804595165329,Sudden,2.0
221,0,2967,,417.44164684734784,502.95200613639315,Sudden,2.0
222,0,2967,,86.67589035900144,145.95234436925855,Sudden,2.0
223,0,2967,,237.99001211845493,396.8800107719601,Sudden,2.0
224,84,3051,,326.17468196145586,308.95178673568483,Sudden,2.0
225,85,3136,,336.26679010920327,211.93622321054295,Sudden,2.0
226,0,3136,,155.90283675724936,364.27942089540676,Sudden,2.0
227,0,3136,,381.9894523743431,491.2759200618901,Sudden,2.0
228,0,3136,,333.9946358022962,458.7773611109417,Sudden,2.0
229,0,3136,,107.05592472824358,128.94876237750796,Sudden,2.0
230,91,3227,,224.66359333032443,245.92375236018975,Sudden,2.0
231,0,3227,,392.6782949220657,413.9180513395041,Sudden,2.0
232,-21,3206,,285.5795721407234,326.9279202185667,Sudden,2.0
233,0,3206,,350.99463580229633,534.0391635801083,Sudden,2.0
234,0,3206,,359.32501009871186,359.9900121184548,Sudden,2.0
235,89,3295,,222.44135334405857,291.93826667795724,Sudden,2.0
236,88,3383,,253.9287872401439,270.9028367572497,Sudden,2.0
237,0,3383,,299.923196328637,441.315653696271,Sudden,2.0
238,0,3383,,408.4000089766325,339.99001211845456,Sudden,2.0
239,0,3383,,335.3424923620207,378.9144816903074,Sudden,2.0
240,0,3383,,450.80039238261475,436.9086065400785,Sudden,2.0
241,0,3383,,192.98045951653265,388.95317867723855,None,0.0
242,93,3476,,189.78184837215377,208.93468975296847,None,0.0
243,94,3570,,120.92890169705437,279.6338275626568,None,0.0
244,-50,3520,,-146.00101971576314,74.49375744574843,None,0.0
245,96,3616,,112.92890169705417,247.06551894078996,None,0.0
246,0,3616,,352.71142526993117,412.91805133950413,None,0.0
247,93,3709,,171.9866558224459,258.6840298884324,None,0.0
248,0,3709,,279.99001211845484,397.25001122079215,None,0.0
249,93,3802,,93.93622321054282,303.4532048209085,None,0.0
250,-50,3752,,28.958523220058254,165.1618413624536,None,0.0
